180.000000, 0, 15
96.333333, 0, 15
207.666667, 200000, 15
215.000000, 400000, 15
311.333333, 600000, 15
16.600000, 0, 15
10.266667, 200000, 15
10.533333, 400000, 15
18.333333, 600000, 15
21.400000, 800000, 15
21.466667, 1000000, 15
26.533333, 1200000, 15
39.866667, 1400000, 15
32.800000, 1600000, 15
13.266667, 0, 15
